RAMP
&& 
& 1-ANGRA 1
&us uni seg  C   T  Potencia   Tempo Flag meia hora
&XX XXX XXX  X   X  XXXXXXXXXX XXXXX X
 47  23      C   A      30.000     2 1
 47  23      C   A      40.000     3 0
 47  23      C   A      60.000     3 1
 47  23      C   A      80.000     4 0
 47  23      C   A      90.000     4 1
 47  23      C   A     110.000     5 0
 47  23      C   A     140.000     5 1
 47  23      C   A     200.000     6 0
 47  23      C   A     220.000     6 1
 47  23      C   A     253.000     7 0
&
 47  23      C   D     135.000     0 1
 47  23      C   D       0.000     1 0
&
 47  24      C   A       0.000     1 0
 47  24      C   A      10.000     1 1
 47  24      C   A      10.000     2 0
 47  24      C   A      30.000     2 1
 47  24      C   A      40.000     3 0
 47  24      C   A      60.000     3 1
 47  24      C   A      80.000     4 0
 47  24      C   A      90.000     4 1
 47  24      C   A     110.000     5 0
 47  24      C   A     140.000     5 1
 47  24      C   A     200.000     6 0
 47  24      C   A     220.000     6 1
 47  24      C   A     253.000     7 0
&
 47  24      C   D     135.000     0 1
 47  24      C   D       0.000     1 0
&
 47  25      C   A       0.000     1 0
 47  25      C   A      10.000     1 1
 47  25      C   A      10.000     2 0
 47  25      C   A      30.000     2 1
 47  25      C   A      40.000     3 0
 47  25      C   A      60.000     3 1
 47  25      C   A      80.000     4 0
 47  25      C   A      90.000     4 1
 47  25      C   A     110.000     5 0
 47  25      C   A     140.000     5 1
 47  25      C   A     200.000     6 0
 47  25      C   A     220.000     6 1
 47  25      C   A     253.000     7 0
&
 47  25      C   D     135.000     0 1
 47  25      C   D       0.000     1 0
&
 47  26      C   A       0.000     1 0
 47  26      C   A      10.000     1 1
 47  26      C   A      10.000     2 0
 47  26      C   A      30.000     2 1
 47  26      C   A      40.000     3 0
 47  26      C   A      60.000     3 1
 47  26      C   A      80.000     4 0
 47  26      C   A      90.000     4 1
 47  26      C   A     110.000     5 0
 47  26      C   A     140.000     5 1
 47  26      C   A     200.000     6 0
 47  26      C   A     220.000     6 1
 47  26      C   A     253.000     7 0
&
 47  26      C   D     135.000     0 1
 47  26      C   D       0.000     1 0
& 
 47  27      C   A       0.000     1 0
 47  27      C   A      20.000     1 1
 47  27      C   A      20.000     2 0
 47  27      C   A      50.000     2 1
 47  27      C   A      70.000     3 0
 47  27      C   A     100.000     3 1
 47  27      C   A     130.000     4 0
 47  27      C   A     140.000     4 1
 47  27      C   A     170.000     5 0
 47  27      C   A     220.000     5 1
 47  27      C   A     320.000     6 0
 47  27      C   A     340.000     6 1
 47  27      C   A     380.000     7 0
&
 47  27      C   D     190.000     0 1
 47  27      C   D       0.000     1 0
&
 47  28      C   A       0.000     1 0
 47  28      C   A      20.000     1 1
 47  28      C   A      20.000     2 0
 47  28      C   A      50.000     2 1
 47  28      C   A      70.000     3 0
 47  28      C   A     100.000     3 1
 47  28      C   A     130.000     4 0
 47  28      C   A     140.000     4 1
 47  28      C   A     170.000     5 0
 47  28      C   A     220.000     5 1
 47  28      C   A     320.000     6 0
 47  28      C   A     340.000     6 1
 47  28      C   A     380.000     7 0
&
 47  28      C   D     190.000     0 1
 47  28      C   D       0.000     1 0
&
 47  29      C   A       0.000     1 0
 47  29      C   A      20.000     1 1
 47  29      C   A      20.000     2 0
 47  29      C   A      50.000     2 1
 47  29      C   A      70.000     3 0
 47  29      C   A     100.000     3 1
 47  29      C   A     130.000     4 0
 47  29      C   A     140.000     4 1
 47  29      C   A     170.000     5 0
 47  29      C   A     220.000     5 1
 47  29      C   A     320.000     6 0
 47  29      C   A     340.000     6 1
 47  29      C   A     380.000     7 0
&
 47  29      C   D     190.000     0 1
 47  29      C   D       0.000     1 0
&
 47  30      C   A       0.000     1 0
 47  30      C   A      20.000     1 1
 47  30      C   A      20.000     2 0
 47  30      C   A      50.000     2 1
 47  30      C   A      70.000     3 0
 47  30      C   A     100.000     3 1
 47  30      C   A     130.000     4 0
 47  30      C   A     140.000     4 1
 47  30      C   A     170.000     5 0
 47  30      C   A     220.000     5 1
 47  30      C   A     320.000     6 0
 47  30      C   A     340.000     6 1
 47  30      C   A     380.000     7 0
&
 47  30      C   D     190.000     0 1
 47  30      C   D       0.000     1 0
&
 47  31      C   A       0.000     1 0
 47  31      C   A      20.000     1 1
 47  31      C   A      20.000     2 0
 47  31      C   A      60.000     2 1
 47  31      C   A      80.000     3 0
 47  31      C   A     120.000     3 1
 47  31      C   A     160.000     4 0
 47  31      C   A     180.000     4 1
 47  31      C   A     220.000     5 0
 47  31      C   A     280.000     5 1
 47  31      C   A     400.000     6 0
 47  31      C   A     440.000     6 1
 47  31      C   A     507.000     7 0
&
 47  31      C   D     230.000     0 1
 47  31      C   D       0.000     1 0
&
&
& 48-ARAUCARIA
&us uni seg  C   T  Potencia   Tempo Flag meia hora
&XX XXX XXX  X   X  XXXXXXXXXX XXXXX X
 48   1      C   A      10.000     0 1
 48   1      C   A      10.000     1 0
 48   1      C   A      20.000     1 1
 48   1      C   A      30.000     2 0
 48   1      C   A      40.000     2 1
 48   1      C   A      50.000     3 0
 48   1      C   A      50.000     3 1
 48   1      C   A     100.000     4 0
 48   1      C   A     120.000     4 1
 48   1      C   A     135.000     5 0
 48   1      C   A     150.000     5 1
 48   1      C   A     188.900     6 0
 48   1      C   A     235.000     6 1
&
 48   1      C   D      95.000     0 1
 48   1      C   D       0.000     1 0
&
 48   2      C   A      10.000     0 1
 48   2      C   A      10.000     1 0
 48   2      C   A      20.000     1 1
 48   2      C   A      30.000     2 0
 48   2      C   A      40.000     2 1
 48   2      C   A      50.000     3 0
 48   2      C   A      50.000     3 1
 48   2      C   A     100.000     4 0
 48   2      C   A     120.000     4 1
 48   2      C   A     135.000     5 0
 48   2      C   A     150.000     5 1
 48   2      C   A     188.900     6 0
 48   2      C   A     235.000     6 1
&
 48   2      C   D      95.000     0 1
 48   2      C   D       0.000     1 0
&
 48   3      C   A      10.000     0 1
 48   3      C   A      10.000     1 0
 48   3      C   A      20.000     1 1
 48   3      C   A      30.000     2 0
 48   3      C   A      40.000     2 1
 48   3      C   A      50.000     3 0
 48   3      C   A      50.000     3 1
 48   3      C   A     100.000     4 0
 48   3      C   A     120.000     4 1
 48   3      C   A     135.000     5 0
 48   3      C   A     150.000     5 1
 48   3      C   A     195.000     6 0 
 48   3      C   A     225.000     6 1 
 48   3      C   A     270.000     7 0 
 48   3      C   A     285.000     7 1 
 48   3      C   A     351.000     8 0 
&
